name,Line_Item,figures,Period_Type,Period,Year,Report,State,url_1,index1,figure_type
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,86,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,87,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,88,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,89,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,90,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,91,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,92,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,93,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,94,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,95,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,96,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,97,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,98,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,99,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,100,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,101,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,102,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,103,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,104,not_figure
HARRAH'S,HARRAH'S,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,105,not_figure
HARRAH'S,Total Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,106,not_figure
HARRAH'S,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,107,Total Sports Wagering
HARRAH'S,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,108,Total Sports Wagering
HARRAH'S,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,109,Total Sports Wagering
HARRAH'S,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,110,Total Sports Wagering
HARRAH'S,State Tax Due (34%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,111,Total Sports Wagering
HARRAH'S,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,112,Total Sports Wagering
HARRAH'S,Retail Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,113,not_figure
HARRAH'S,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,114,Retail Sports Wagering
HARRAH'S,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,115,Retail Sports Wagering
HARRAH'S,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,116,Retail Sports Wagering
HARRAH'S,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,117,Retail Sports Wagering
HARRAH'S,Online Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,118,not_figure
HARRAH'S,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,119,Online Sports Wagering
HARRAH'S,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,120,Online Sports Wagering
HARRAH'S,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,121,Online Sports Wagering
HARRAH'S,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,122,Online Sports Wagering
HARRAH'S,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,123,Online Sports Wagering
HARRAH'S,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,124,Online Sports Wagering
HARRAH'S,,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Caesars,125,not_figure
VALLEY FORGE CASINO,VALLEY FORGE CASINO,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,126,not_figure
VALLEY FORGE CASINO,Total Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,127,not_figure
VALLEY FORGE CASINO,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,128,Total Sports Wagering
VALLEY FORGE CASINO,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,129,Total Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,130,Total Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,131,Total Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,132,Total Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,133,Total Sports Wagering
VALLEY FORGE CASINO,Retail Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,134,not_figure
VALLEY FORGE CASINO,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,135,Retail Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,136,Retail Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,137,Retail Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,138,Retail Sports Wagering
VALLEY FORGE CASINO,Online Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,139,not_figure
VALLEY FORGE CASINO,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,140,Online Sports Wagering
VALLEY FORGE CASINO,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,141,Online Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,142,Online Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,143,Online Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,144,Online Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,145,Online Sports Wagering
VALLEY FORGE CASINO,,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,146,not_figure
OAKS RACE AND SPORTSBOOK,OAKS RACE AND SPORTSBOOK,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,147,not_figure
OAKS RACE AND SPORTSBOOK,Total Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,148,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,149,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,150,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,151,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,152,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,153,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,154,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,155,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,156,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,157,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,158,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,159,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,160,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,161,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,162,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,163,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,164,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,,Monthly,Nov,2018,MONTHLY Sports Wagering Report,PA,none,165,Online Sports Wagering
HOLLYWOOD CASINO,HOLLYWOOD CASINO,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,166,Online Sports Wagering
HOLLYWOOD CASINO,Total Sports Wagering,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,167,not_figure
HOLLYWOOD CASINO,Handle*,5051730,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,168,Total Sports Wagering
HOLLYWOOD CASINO,Revenue,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,169,Total Sports Wagering
HOLLYWOOD CASINO,Promotional Credits,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,170,Total Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),299222,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,171,Total Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),101736,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,172,Total Sports Wagering
HOLLYWOOD CASINO,Local Share Assessment (2%),5984,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,173,Total Sports Wagering
HOLLYWOOD CASINO,Retail Sports Wagering,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,174,not_figure
HOLLYWOOD CASINO,Handle*,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,175,Retail Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,176,Retail Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,177,Retail Sports Wagering
HOLLYWOOD CASINO,Local Share Assessment (2%),,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,178,Retail Sports Wagering
HOLLYWOOD CASINO,Online Sports Wagering,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,179,not_figure
HOLLYWOOD CASINO,Handle*,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,180,Online Sports Wagering
HOLLYWOOD CASINO,Revenue,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,181,Online Sports Wagering
HOLLYWOOD CASINO,Promotional Credits,,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,182,Online Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,183,Online Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),,Monthly,Dec,2018,MONTHLY Sports Wagering Report,PA,Barstool,184,Online Sports Wagering
